ace [('britisch-amerikanischen', 0.23717176914215088), ('Oland', 0.2329120934009552), ('fiktiven', 0.23180009424686432), ('Entstanden', 0.2246607393026352), ('Joerg_Mantzsch', 0.21548818051815033), ('Administrativ_gehoert', 0.21320520341396332), ('Comic-Reihe', 0.21080315113067627), ('Surreale', 0.210685133934021), ('of_Business', 0.20934410393238068), ('abgedruckte', 0.2089332640171051)] ASS 0
difference [('Kapitalvermoegen', 0.2549709379673004), ('Schenkungsteuer', 0.23961500823497772), ('Trakehner', 0.23919928073883057), ('westlichen_Besatzungsmaechte', 0.23783926665782928), ('angesiedelt', 0.23744255304336548), ('rezeptfrei', 0.22848112881183624), ('Handelsnamen', 0.22564056515693665), ('Edelmetalle', 0.22536298632621765), ('Auslandsvermoegen', 0.2231244146823883), ('Divisionen', 0.22239269316196442)] Meinungsverschiedenheit 0
difference [('Kapitalvermoegen', 0.2549709379673004), ('Schenkungsteuer', 0.23961500823497772), ('Trakehner', 0.23919928073883057), ('westlichen_Besatzungsmaechte', 0.23783926665782928), ('angesiedelt', 0.23744255304336548), ('rezeptfrei', 0.22848112881183624), ('Handelsnamen', 0.22564056515693665), ('Edelmetalle', 0.22536298632621765), ('Auslandsvermoegen', 0.2231244146823883), ('Divisionen', 0.22239269316196442)] unterscheiden 0
difference [('Kapitalvermoegen', 0.2549709379673004), ('Schenkungsteuer', 0.23961500823497772), ('Trakehner', 0.23919928073883057), ('westlichen_Besatzungsmaechte', 0.23783926665782928), ('angesiedelt', 0.23744255304336548), ('rezeptfrei', 0.22848112881183624), ('Handelsnamen', 0.22564056515693665), ('Edelmetalle', 0.22536298632621765), ('Auslandsvermoegen', 0.2231244146823883), ('Divisionen', 0.22239269316196442)] Unterscheidung 0
difference [('Kapitalvermoegen', 0.2549709379673004), ('Schenkungsteuer', 0.23961500823497772), ('Trakehner', 0.23919928073883057), ('westlichen_Besatzungsmaechte', 0.23783926665782928), ('angesiedelt', 0.23744255304336548), ('rezeptfrei', 0.22848112881183624), ('Handelsnamen', 0.22564056515693665), ('Edelmetalle', 0.22536298632621765), ('Auslandsvermoegen', 0.2231244146823883), ('Divisionen', 0.22239269316196442)] Unterschied 0
DIGIT [('314', 0.2340279072523117), ('Pfund_Heller', 0.22700326144695282), ('Regionalhauptstadt_Florenz', 0.2263120710849762), ('Noerdlichen_Dwina', 0.22507157921791077), ('93,2', 0.2226361185312271), ('510', 0.2221144735813141), ('zugleich_Europastrasse', 0.22175340354442596), ('rund_230', 0.22077816724777222), ('92,6', 0.21888887882232666), ('ausgewiesen', 0.21846170723438263)] Finger 0
digits [('Neben_Nominatform', 0.25098246335983276), ('APAweb', 0.25053107738494873), ('Tappen', 0.24676302075386047), ('Feldmarschall', 0.23432013392448425), ('Luetzow', 0.23348145186901093), ('Passer', 0.2330961376428604), ('Wien_oesterreichische', 0.23098109662532806), ('Walther_Brauchitsch', 0.22509454190731049), ('Mengden', 0.22509442269802094), ('Flotow', 0.22488954663276672)] Nummer 0
DIGIT [('314', 0.2340279072523117), ('Pfund_Heller', 0.22700326144695282), ('Regionalhauptstadt_Florenz', 0.2263120710849762), ('Noerdlichen_Dwina', 0.22507157921791077), ('93,2', 0.2226361185312271), ('510', 0.2221144735813141), ('zugleich_Europastrasse', 0.22175340354442596), ('rund_230', 0.22077816724777222), ('92,6', 0.21888887882232666), ('ausgewiesen', 0.21846170723438263)] Zeh 0
DIGIT [('314', 0.2340279072523117), ('Pfund_Heller', 0.22700326144695282), ('Regionalhauptstadt_Florenz', 0.2263120710849762), ('Noerdlichen_Dwina', 0.22507157921791077), ('93,2', 0.2226361185312271), ('510', 0.2221144735813141), ('zugleich_Europastrasse', 0.22175340354442596), ('rund_230', 0.22077816724777222), ('92,6', 0.21888887882232666), ('ausgewiesen', 0.21846170723438263)] Ziffer 0
DIMENSION [('FRA', 0.29342103004455566), ('200304', 0.2900587320327759), ('SUI', 0.2680024802684784), ('Monuments_historiques', 0.2653924524784088), ('Pkt', 0.25885850191116333), ('Dominique_Gisin', 0.2579776644706726), ('ITA', 0.2578818202018738), ('Ausgeschieden_ua', 0.2535240650177002), ('Svindal_NOR', 0.2522102892398834), ('EIF', 0.2503032386302948)] Dimension 0
DIMENSION [('FRA', 0.29342103004455566), ('200304', 0.2900587320327759), ('SUI', 0.2680024802684784), ('Monuments_historiques', 0.2653924524784088), ('Pkt', 0.25885850191116333), ('Dominique_Gisin', 0.2579776644706726), ('ITA', 0.2578818202018738), ('Ausgeschieden_ua', 0.2535240650177002), ('Svindal_NOR', 0.2522102892398834), ('EIF', 0.2503032386302948)] dimensionieren 0
DIVIDEND [('Praemienvolumen', 0.2764781415462494), ('Staatsholding', 0.2664715349674225), ('Tonnen_Braunkohle', 0.2636792063713074), ('Pfund_U3O8', 0.25548437237739563), ('Westeuropa', 0.25329890847206116), ('Gasreserven', 0.2528320848941803), ('Millionen_Barrel', 0.2524262070655823), ('Gemeinsame_Agrarpolitik', 0.2523336708545685), ('Berichtszeitraum', 0.2505698800086975), ('Foerdermengen', 0.24960960447788239)] Dividend 0
DIVIDEND [('Praemienvolumen', 0.2764781415462494), ('Staatsholding', 0.2664715349674225), ('Tonnen_Braunkohle', 0.2636792063713074), ('Pfund_U3O8', 0.25548437237739563), ('Westeuropa', 0.25329890847206116), ('Gasreserven', 0.2528320848941803), ('Millionen_Barrel', 0.2524262070655823), ('Gemeinsame_Agrarpolitik', 0.2523336708545685), ('Berichtszeitraum', 0.2505698800086975), ('Foerdermengen', 0.24960960447788239)] Dividende 0
divisor [('Bund_zugeteilt', 0.24925200641155243), ('Staedte_Maerkte', 0.2406654804944992), ('Jaap_van', 0.23979035019874573), ('Delegierte', 0.2353764921426773), ('Basso_continuo', 0.22949597239494324), ('Dazu_vollzieht', 0.22790448367595673), ('Geb', 0.2266351729631424), ('Kurt_Sanderling', 0.2258741706609726), ('Beschluesse_Gemeindeversammlung', 0.22402821481227875), ('Wallin', 0.22135436534881592)] Divisor 0
DOZEN [('fruehe_griechische', 0.2635519504547119), ('SDAX', 0.26225635409355164), ('Tamedia', 0.2556416392326355), ('Thueringischen_Infanterie-Regiments', 0.2528158724308014), ('Millimeter_Bluete', 0.24416059255599976), ('Athesia', 0.24383142590522766), ('Infineon_Xetra', 0.24253417551517487), ('griechischer_Toepfer', 0.24047362804412842), ('Branchenprimus', 0.24040642380714417), ('4501', 0.2401214987039566)] dutzend 0
DOZEN [('fruehe_griechische', 0.2635519504547119), ('SDAX', 0.26225635409355164), ('Tamedia', 0.2556416392326355), ('Thueringischen_Infanterie-Regiments', 0.2528158724308014), ('Millimeter_Bluete', 0.24416059255599976), ('Athesia', 0.24383142590522766), ('Infineon_Xetra', 0.24253417551517487), ('griechischer_Toepfer', 0.24047362804412842), ('Branchenprimus', 0.24040642380714417), ('4501', 0.2401214987039566)] dutzende 0
Duck [('Duroplaste', 0.21659712493419647), ('faellt', 0.21571560204029083), ('200304', 0.21121160686016083), ('Panikstoerung', 0.21050454676151276), ('organischen_Stoffen', 0.2104921191930771), ('fehlerhaften', 0.2092646360397339), ('Verbraucher', 0.20840410888195038), ('Thuemmler', 0.20720334351062775), ('amorphem', 0.20716382563114166), ('Passivierung', 0.20708408951759338)] Ente 0
Eagle [('Gips-', 0.2154787927865982), ('Gelege_besteht', 0.21280157566070557), ('verkuerzen', 0.21279998123645782), ('beliebter', 0.20969343185424805), ('Tragzeit_betraegt', 0.20787960290908813), ('schwankt_je', 0.2053798884153366), ('haeufig_vorkommende', 0.20465636253356934), ('wesentlich_geringer', 0.20445488393306732), ('bringt_Weibchen', 0.20185880362987518), ('nistete', 0.2009778916835785)] AAR 0
Eagle [('Gips-', 0.2154787927865982), ('Gelege_besteht', 0.21280157566070557), ('verkuerzen', 0.21279998123645782), ('beliebter', 0.20969343185424805), ('Tragzeit_betraegt', 0.20787960290908813), ('schwankt_je', 0.2053798884153366), ('haeufig_vorkommende', 0.20465636253356934), ('wesentlich_geringer', 0.20445488393306732), ('bringt_Weibchen', 0.20185880362987518), ('nistete', 0.2009778916835785)] Adler 0
EIGHT [('Bad_Schussenried', 0.2786189913749695), ('TSG_Balingen', 0.24590124189853668), ('SV_Daugendorf', 0.24546779692173004), ('FC_Krauchenwies', 0.24437160789966583), ('Pfullingen', 0.24306951463222504), ('FV_Altheim', 0.23970933258533478), ('TSG_Rottenacker', 0.23932568728923798), ('Grossherzoglich_Hessisches', 0.2367105484008789), ('Alfdorf', 0.23428456485271454), ('UCB', 0.23208484053611755)] Acht 0
EIGHTEEN [('Vorderoesterreich', 0.21900837123394012), ('Regio_TV', 0.21387647092342377), ('1806_Koenigreich', 0.19928614795207977), ('Printmedien', 0.198078453540802), ('Koenigreich_Wuerttemberg', 0.19799816608428955), ('Tierversuchen', 0.19358234107494354), ('evangelischen_Glaubens', 0.19084139168262482), ('Tamedia', 0.18821777403354645), ('Neunstetten', 0.18762877583503723), ('Anbetung_Koenige', 0.18745504319667816)] Achtzehn 0
EIGHTIES [('FRA', 0.30252742767333984), ('ITA', 0.2960168421268463), ('CRO', 0.29145756363868713), ('Svindal_NOR', 0.2892467677593231), ('ENG', 0.2858644723892212), ('1x', 0.2775369882583618), ('BEL', 0.27605220675468445), ('NOR', 0.27337753772735596), ('Pkt', 0.27310460805892944), ('LAT', 0.27099984884262085)] achtziger 0
Eighty [('Engern', 0.22666001319885254), ('verkalkte', 0.22378011047840118), ('Stadtteil_Alt', 0.22318030893802643), ('Kallenhardt', 0.2202388197183609), ('kg_schwer', 0.21807719767093658), ('Gilsa', 0.21651247143745422), ('Langwerth_Simmern', 0.21520589292049408), ('CI', 0.2150554060935974), ('vertriebenes', 0.2130056917667389), ('Zentimetern', 0.21177703142166138)] achtzig 0
eleven [('Geotechnik', 0.22315381467342377), ('international_anerkannter', 0.2198190838098526), ('Komponist_Arrangeur', 0.21913360059261322), ('Jordi_Savall', 0.2178812474012375), ('eingetragenes', 0.2171865701675415), ('Gobert', 0.2125379741191864), ('Teilchenphysik', 0.21172581613063812), ('Neuen_Improvisationsmusik', 0.21171370148658752), ('Akademien_Wissenschaften', 0.21142764389514923), ('Kammermusikerin', 0.20495165884494781)] elf 0
factor [('Polynesiern', 0.24663196504116058), ('weiterreiste', 0.24113829433918), ('Altbauern', 0.23238202929496765), ('diplomatischen_Mission', 0.2267865389585495), ('Vertragsstaat', 0.22261181473731995), ('bisher_einziges', 0.22107695043087006), ('Neben_Typlokalitaet', 0.2197733223438263), ('Wackerbarth', 0.21937955915927887), ('Suedzipfel', 0.2184465080499649), ('Uber_Cup', 0.21682748198509216)] Faktor 0
FIGURE [('geschrumpft', 0.23748119175434113), ('Wirtschaftsleistung', 0.23000037670135498), ('Besitztum', 0.22922872006893158), ('schrumpfte', 0.21773776412010193), ('Steuereinnahmen', 0.21505150198936462), ('mittelgrosser', 0.21183830499649048), ('schrumpften', 0.20848532021045685), ('sozialdemokratisch_orientierten', 0.2084328681230545), ('Bruttoinlandsprodukt_BIP', 0.20690207183361053), ('BIP', 0.2066686600446701)] Abbildung 0
FIGURE [('geschrumpft', 0.23748119175434113), ('Wirtschaftsleistung', 0.23000037670135498), ('Besitztum', 0.22922872006893158), ('schrumpfte', 0.21773776412010193), ('Steuereinnahmen', 0.21505150198936462), ('mittelgrosser', 0.21183830499649048), ('schrumpften', 0.20848532021045685), ('sozialdemokratisch_orientierten', 0.2084328681230545), ('Bruttoinlandsprodukt_BIP', 0.20690207183361053), ('BIP', 0.2066686600446701)] Figur 0
FIGURE [('geschrumpft', 0.23748119175434113), ('Wirtschaftsleistung', 0.23000037670135498), ('Besitztum', 0.22922872006893158), ('schrumpfte', 0.21773776412010193), ('Steuereinnahmen', 0.21505150198936462), ('mittelgrosser', 0.21183830499649048), ('schrumpften', 0.20848532021045685), ('sozialdemokratisch_orientierten', 0.2084328681230545), ('Bruttoinlandsprodukt_BIP', 0.20690207183361053), ('BIP', 0.2066686600446701)] form 0
FIGURE [('geschrumpft', 0.23748119175434113), ('Wirtschaftsleistung', 0.23000037670135498), ('Besitztum', 0.22922872006893158), ('schrumpfte', 0.21773776412010193), ('Steuereinnahmen', 0.21505150198936462), ('mittelgrosser', 0.21183830499649048), ('schrumpften', 0.20848532021045685), ('sozialdemokratisch_orientierten', 0.2084328681230545), ('Bruttoinlandsprodukt_BIP', 0.20690207183361053), ('BIP', 0.2066686600446701)] Gestalt 0
FIGURE [('geschrumpft', 0.23748119175434113), ('Wirtschaftsleistung', 0.23000037670135498), ('Besitztum', 0.22922872006893158), ('schrumpfte', 0.21773776412010193), ('Steuereinnahmen', 0.21505150198936462), ('mittelgrosser', 0.21183830499649048), ('schrumpften', 0.20848532021045685), ('sozialdemokratisch_orientierten', 0.2084328681230545), ('Bruttoinlandsprodukt_BIP', 0.20690207183361053), ('BIP', 0.2066686600446701)] Ziffer 0
Fin [('spezifizierter', 0.21448901295661926), ('1189', 0.20572714507579803), ('1169', 0.2036212533712387), ('1177', 0.20332162082195282), ('grundstaendigen', 0.2028823345899582), ('unterstuetzter', 0.2024172693490982), ('1257', 0.19846925139427185), ('1068', 0.19362705945968628), ('1088', 0.19317276775836945), ('regenerativen_Energien', 0.19108639657497406)] Flosse 0
FiRST [('Physik-Nobelpreis', 0.22217656672000885), ('Ozeanografie', 0.21246974170207977), ('Zum_Abschluss', 0.21006950736045837), ('international_anerkannter', 0.20986643433570862), ('Sonstige', 0.20655830204486847), ('Fields-Medaille', 0.20512984693050385), ('geologischer', 0.20387455821037292), ('Globalen', 0.20320935547351837), ('Martin_Karplus', 0.19964882731437683), ('Quantenoptik', 0.19903406500816345)] erste 0
FiRST [('Physik-Nobelpreis', 0.22217656672000885), ('Ozeanografie', 0.21246974170207977), ('Zum_Abschluss', 0.21006950736045837), ('international_anerkannter', 0.20986643433570862), ('Sonstige', 0.20655830204486847), ('Fields-Medaille', 0.20512984693050385), ('geologischer', 0.20387455821037292), ('Globalen', 0.20320935547351837), ('Martin_Karplus', 0.19964882731437683), ('Quantenoptik', 0.19903406500816345)] erstens 0
FiRST [('Physik-Nobelpreis', 0.22217656672000885), ('Ozeanografie', 0.21246974170207977), ('Zum_Abschluss', 0.21006950736045837), ('international_anerkannter', 0.20986643433570862), ('Sonstige', 0.20655830204486847), ('Fields-Medaille', 0.20512984693050385), ('geologischer', 0.20387455821037292), ('Globalen', 0.20320935547351837), ('Martin_Karplus', 0.19964882731437683), ('Quantenoptik', 0.19903406500816345)] Novum 0
FiRST [('Physik-Nobelpreis', 0.22217656672000885), ('Ozeanografie', 0.21246974170207977), ('Zum_Abschluss', 0.21006950736045837), ('international_anerkannter', 0.20986643433570862), ('Sonstige', 0.20655830204486847), ('Fields-Medaille', 0.20512984693050385), ('geologischer', 0.20387455821037292), ('Globalen', 0.20320935547351837), ('Martin_Karplus', 0.19964882731437683), ('Quantenoptik', 0.19903406500816345)] zuerst 0
forties [('Matrona', 0.2712228298187256), ('Eroberers', 0.2615988254547119), ('mora', 0.2583869993686676), ('Kampfweise', 0.24847011268138885), ('fruehromanischen', 0.2474249303340912), ('Ehren_Gottes', 0.24170568585395813), ('erhabenes', 0.2413070648908615), ('Feindes', 0.23733685910701752), ('Eroberer', 0.236365407705307), ('Kriegern', 0.23500894010066986)] Vierziger 0
Forty [('Engern', 0.21612299978733063), ('Fussknoechel', 0.21465997397899628), ('Handruecken', 0.20625007152557373), ('Gilsa', 0.20150451362133026), ('verkalkte', 0.20133626461029053), ('irdenen', 0.20046807825565338), ('Jossa', 0.1998446136713028), ('Janja', 0.19949743151664734), ('Piercing', 0.19881311058998108), ('SUS', 0.197221040725708)] vierzig 0
four [('figurative', 0.2681827247142792), ('Fotokuenstler', 0.25556641817092896), ('Murata', 0.2469753473997116), ('Kinematografie', 0.24650752544403076), ('Musique_concrète', 0.24082866311073303), ('Fedor', 0.2386743724346161), ('Neuen_Sachlichkeit', 0.23836399614810944), ('abstrakten_Expressionismus', 0.2379489690065384), ('Arnošt', 0.2371642291545868), ('Mischtechniken', 0.23701389133930206)] Doppelvierer 0
fourscore [('Praesident_Paepstlichen', 0.2417483627796173), ('Mitkonsekratoren_emeritierte', 0.23534826934337616), ('Mitkonsekratoren_Weihbischoefe', 0.23409995436668396), ('°C_NovemberDezember', 0.23318251967430115), ('Kerschner', 0.23230218887329102), ('°C_OktoberNovember', 0.23230144381523132), ('Torka', 0.23043976724147797), ('Ansicht_Historikers', 0.2285631000995636), ('Befehl_Generalleutnant', 0.2281416356563568), ('SDB_spendete', 0.2268245816230774)] achtzig 0
foursome [('Sehnsuechte', 0.26162227988243103), ('Trauer_Wut', 0.2435053139925003), ('zwanzigsten_Jahrhundert', 0.24049042165279388), ('truebte', 0.23573239147663116), ('Agonie', 0.2330232709646225), ('vermochten', 0.2315121740102768), ('beklemmende', 0.23130415380001068), ('Eduard_VIII', 0.22967740893363953), ('traumatisierenden', 0.22879643738269806), ('Hoffnungstraegers', 0.22652921080589294)] vierer 0
FOURTEEN [('SDAX', 0.21952424943447113), ('Musikabteilung', 0.21878767013549805), ('Lloyds', 0.2059212028980255), ('Societé', 0.20447014272212982), ('Bronzestatuette', 0.20300263166427612), ('Merkur', 0.20267058908939362), ('Françaises_de', 0.19663560390472412), ('assoziiertes_Mitglied', 0.192799910902977), ('Bausparkasse', 0.19040052592754364), ('gelisteten', 0.19037078320980072)] vierzehn 0
four [('figurative', 0.2681827247142792), ('Fotokuenstler', 0.25556641817092896), ('Murata', 0.2469753473997116), ('Kinematografie', 0.24650752544403076), ('Musique_concrète', 0.24082866311073303), ('Fedor', 0.2386743724346161), ('Neuen_Sachlichkeit', 0.23836399614810944), ('abstrakten_Expressionismus', 0.2379489690065384), ('Arnošt', 0.2371642291545868), ('Mischtechniken', 0.23701389133930206)] vier 0
frequency [('savoyischen', 0.23836301267147064), ('Schutz_Kulturgut', 0.23824387788772583), ('Haager_Konvention', 0.23185060918331146), ('Kanton_Jura', 0.22752326726913452), ('raetoromanischen', 0.22132731974124908), ('voralpinen', 0.2201870083808899), ('Uri_Schwyz', 0.21962670981884003), ('Kulturlandschaften', 0.2178075760602951), ('Adria', 0.21736763417720795), ('Kantonsgrenzen', 0.21733620762825012)] Frequenz 0
Game [('Schwulen-_Lesbenbewegung', 0.2592266798019409), ('fruehen_1970er-Jahren', 0.2570258378982544), ('Friedensforscher', 0.2531314790248871), ('Fussballschiedsrichter', 0.2527922987937927), ('Umweltaktivist', 0.24549685418605804), ('Menschenrechtsanwalt', 0.24408265948295593), ('beteiligte', 0.2426794469356537), ('Misskredit_geraten', 0.24136754870414734), ('Palaestinensischen_Befreiungsorganisation', 0.239939883351326), ('politischer_Aktivist', 0.23577630519866943)] Bereit 0
Game [('Schwulen-_Lesbenbewegung', 0.2592266798019409), ('fruehen_1970er-Jahren', 0.2570258378982544), ('Friedensforscher', 0.2531314790248871), ('Fussballschiedsrichter', 0.2527922987937927), ('Umweltaktivist', 0.24549685418605804), ('Menschenrechtsanwalt', 0.24408265948295593), ('beteiligte', 0.2426794469356537), ('Misskredit_geraten', 0.24136754870414734), ('Palaestinensischen_Befreiungsorganisation', 0.239939883351326), ('politischer_Aktivist', 0.23577630519866943)] Dabei 0
Game [('Schwulen-_Lesbenbewegung', 0.2592266798019409), ('fruehen_1970er-Jahren', 0.2570258378982544), ('Friedensforscher', 0.2531314790248871), ('Fussballschiedsrichter', 0.2527922987937927), ('Umweltaktivist', 0.24549685418605804), ('Menschenrechtsanwalt', 0.24408265948295593), ('beteiligte', 0.2426794469356537), ('Misskredit_geraten', 0.24136754870414734), ('Palaestinensischen_Befreiungsorganisation', 0.239939883351326), ('politischer_Aktivist', 0.23577630519866943)] Spiel 0
Game [('Schwulen-_Lesbenbewegung', 0.2592266798019409), ('fruehen_1970er-Jahren', 0.2570258378982544), ('Friedensforscher', 0.2531314790248871), ('Fussballschiedsrichter', 0.2527922987937927), ('Umweltaktivist', 0.24549685418605804), ('Menschenrechtsanwalt', 0.24408265948295593), ('beteiligte', 0.2426794469356537), ('Misskredit_geraten', 0.24136754870414734), ('Palaestinensischen_Befreiungsorganisation', 0.239939883351326), ('politischer_Aktivist', 0.23577630519866943)] wild 0
Game [('Schwulen-_Lesbenbewegung', 0.2592266798019409), ('fruehen_1970er-Jahren', 0.2570258378982544), ('Friedensforscher', 0.2531314790248871), ('Fussballschiedsrichter', 0.2527922987937927), ('Umweltaktivist', 0.24549685418605804), ('Menschenrechtsanwalt', 0.24408265948295593), ('beteiligte', 0.2426794469356537), ('Misskredit_geraten', 0.24136754870414734), ('Palaestinensischen_Befreiungsorganisation', 0.239939883351326), ('politischer_Aktivist', 0.23577630519866943)] Zocken 0
GROSS [('Cayman-Inseln', 0.2612602412700653), ('VIG', 0.25885120034217834), ('Zentral-_Osteuropa', 0.2538750171661377), ('Jobcenters', 0.24896502494812012), ('Ernst_Young', 0.24748753011226654), ('Rail_Cargo', 0.24556095898151398), ('Quartal_Geschaeftsjahres', 0.2440907508134842), ('Agrana', 0.2438351958990097), ('Flugunternehmen', 0.24366462230682373), ('Verarbeitenden_Gewerbe', 0.24309951066970825)] Brutto 0
GROSS [('Cayman-Inseln', 0.2612602412700653), ('VIG', 0.25885120034217834), ('Zentral-_Osteuropa', 0.2538750171661377), ('Jobcenters', 0.24896502494812012), ('Ernst_Young', 0.24748753011226654), ('Rail_Cargo', 0.24556095898151398), ('Quartal_Geschaeftsjahres', 0.2440907508134842), ('Agrana', 0.2438351958990097), ('Flugunternehmen', 0.24366462230682373), ('Verarbeitenden_Gewerbe', 0.24309951066970825)] Brutto- 0
GROSS [('Cayman-Inseln', 0.2612602412700653), ('VIG', 0.25885120034217834), ('Zentral-_Osteuropa', 0.2538750171661377), ('Jobcenters', 0.24896502494812012), ('Ernst_Young', 0.24748753011226654), ('Rail_Cargo', 0.24556095898151398), ('Quartal_Geschaeftsjahres', 0.2440907508134842), ('Agrana', 0.2438351958990097), ('Flugunternehmen', 0.24366462230682373), ('Verarbeitenden_Gewerbe', 0.24309951066970825)] Dick 0
GROSS [('Cayman-Inseln', 0.2612602412700653), ('VIG', 0.25885120034217834), ('Zentral-_Osteuropa', 0.2538750171661377), ('Jobcenters', 0.24896502494812012), ('Ernst_Young', 0.24748753011226654), ('Rail_Cargo', 0.24556095898151398), ('Quartal_Geschaeftsjahres', 0.2440907508134842), ('Agrana', 0.2438351958990097), ('Flugunternehmen', 0.24366462230682373), ('Verarbeitenden_Gewerbe', 0.24309951066970825)] ekelhaft 0
GROSS [('Cayman-Inseln', 0.2612602412700653), ('VIG', 0.25885120034217834), ('Zentral-_Osteuropa', 0.2538750171661377), ('Jobcenters', 0.24896502494812012), ('Ernst_Young', 0.24748753011226654), ('Rail_Cargo', 0.24556095898151398), ('Quartal_Geschaeftsjahres', 0.2440907508134842), ('Agrana', 0.2438351958990097), ('Flugunternehmen', 0.24366462230682373), ('Verarbeitenden_Gewerbe', 0.24309951066970825)] grob 0
GROSS [('Cayman-Inseln', 0.2612602412700653), ('VIG', 0.25885120034217834), ('Zentral-_Osteuropa', 0.2538750171661377), ('Jobcenters', 0.24896502494812012), ('Ernst_Young', 0.24748753011226654), ('Rail_Cargo', 0.24556095898151398), ('Quartal_Geschaeftsjahres', 0.2440907508134842), ('Agrana', 0.2438351958990097), ('Flugunternehmen', 0.24366462230682373), ('Verarbeitenden_Gewerbe', 0.24309951066970825)] Gros 0
GROSS [('Cayman-Inseln', 0.2612602412700653), ('VIG', 0.25885120034217834), ('Zentral-_Osteuropa', 0.2538750171661377), ('Jobcenters', 0.24896502494812012), ('Ernst_Young', 0.24748753011226654), ('Rail_Cargo', 0.24556095898151398), ('Quartal_Geschaeftsjahres', 0.2440907508134842), ('Agrana', 0.2438351958990097), ('Flugunternehmen', 0.24366462230682373), ('Verarbeitenden_Gewerbe', 0.24309951066970825)] unempfindlich 0
hundred [('Karge', 0.20157290995121002), ('Poetzl', 0.19817578792572021), ('Petritsch', 0.19625116884708405), ('Kaukasische', 0.1943160593509674), ('Olt', 0.19403865933418274), ('Jauernig', 0.1932033747434616), ('Sankt_Joachimsthal', 0.19112630188465118), ('Heidenberg', 0.19033515453338623), ('Kuehner', 0.18958058953285217), ('seltenem', 0.18871164321899414)] einhundert 0
hundred [('Karge', 0.20157290995121002), ('Poetzl', 0.19817578792572021), ('Petritsch', 0.19625116884708405), ('Kaukasische', 0.1943160593509674), ('Olt', 0.19403865933418274), ('Jauernig', 0.1932033747434616), ('Sankt_Joachimsthal', 0.19112630188465118), ('Heidenberg', 0.19033515453338623), ('Kuehner', 0.18958058953285217), ('seltenem', 0.18871164321899414)] hundert 0
hundred [('Karge', 0.20157290995121002), ('Poetzl', 0.19817578792572021), ('Petritsch', 0.19625116884708405), ('Kaukasische', 0.1943160593509674), ('Olt', 0.19403865933418274), ('Jauernig', 0.1932033747434616), ('Sankt_Joachimsthal', 0.19112630188465118), ('Heidenberg', 0.19033515453338623), ('Kuehner', 0.18958058953285217), ('seltenem', 0.18871164321899414)] hunderter 0
I [('erachtet', 0.2787723243236542), ('EKM', 0.2491791695356369), ('Schameder', 0.2476876825094223), ('waere', 0.24488958716392517), ('Elektrizitaetsversorgungsunternehmen', 0.2426539808511734), ('aussichtsreichste', 0.24064740538597107), ('angestrebte', 0.2375260293483734), ('EWF', 0.23703274130821228), ('eingestuft', 0.23690055310726166), ('sei', 0.2367537021636963)] I 0
I [('erachtet', 0.2787723243236542), ('EKM', 0.2491791695356369), ('Schameder', 0.2476876825094223), ('waere', 0.24488958716392517), ('Elektrizitaetsversorgungsunternehmen', 0.2426539808511734), ('aussichtsreichste', 0.24064740538597107), ('angestrebte', 0.2375260293483734), ('EWF', 0.23703274130821228), ('eingestuft', 0.23690055310726166), ('sei', 0.2367537021636963)] Ich 0
IMAGINARY [('200304', 0.27816805243492126), ('Pokalsieger', 0.26472967863082886), ('letztmals', 0.25614914298057556), ('F-Junioren', 0.25342923402786255), ('Landesmeister', 0.2530158758163452), ('auswaerts_antreten', 0.25104770064353943), ('Triathlon_Union', 0.25100526213645935), ('200203', 0.24541698396205902), ('SV_Oebisfelde', 0.2436383068561554), ('Titelverteidiger_Olympique', 0.24271228909492493)] eingebildet 0
integer [('festes_Haus', 0.229840487241745), ('Freihof', 0.21904835104942322), ('Balge', 0.21861381828784943), ('Rodungsgebiet', 0.21284978091716766), ('genannt_abgegangene', 0.21157445013523102), ('slawische_Siedlungen', 0.20783333480358124), ('Schwend', 0.2057417929172516), ('Spitalmuehle', 0.20511740446090698), ('Brenken', 0.2048141360282898), ('Rabeneck', 0.20387639105319977)] Ganzzahl 0
Irrational [('Kenntnis_genommen', 0.2356521338224411), ('Lokalzeit', 0.2269880622625351), ('Maerkischen_Kreises', 0.21619261801242828), ('Kreishaus', 0.21311348676681519), ('Gemeinde_Gangelt', 0.2130887359380722), ('Minden-Luebbecke', 0.2085823267698288), ('Staedteregion_Aachen', 0.2075662761926651), ('ILS', 0.20731857419013977), ('Wirtschaftsfoerderung', 0.20619547367095947), ('Einsatzplanung', 0.2056586593389511)] irrational 0
Iss [('landgestuetzten', 0.22647982835769653), ('Liegeplaetzen', 0.21524794399738312), ('AFS_Launch', 0.2094927579164505), ('Å_b', 0.20688623189926147), ('Gitterparametern_a', 0.20545010268688202), ('kristallisiert_monoklin', 0.20416775345802307), ('Hinzu_kam', 0.20193974673748016), ('Sonntagszeitung', 0.2017522156238556), ('Militaerverbaende', 0.19767117500305176), ('Tonnen_Bomben', 0.19546973705291748)] ISS 0
