ABSENCE [('unnuetzer', 0.32383665442466736), ('lasterhaften', 0.31562933325767517), ('Schreder', 0.3116143047809601), ('Saegewerksbesitzer', 0.3084868788719177), ('unordentlichen', 0.30630046129226685), ('Stappert', 0.3059637248516083), ('Krammel', 0.30497029423713684), ('Thiels', 0.2968589663505554), ('Stanke', 0.2965641915798187), ('Beachtung_schenken', 0.2946451008319855)] Abwesenheit 0
Hint [('vergiften', 0.23551176488399506), ('Fuehrungsrolle', 0.2191820740699768), ('gefaehrden', 0.2163432240486145), ('unterschaetzen', 0.2132401168346405), ('Opfer_fallen', 0.21000736951828003), ('Cooperation', 0.20836769044399261), ('ernsthaft_gefaehrdet', 0.2078026682138443), ('hoechste_Prioritaet', 0.2076510637998581), ('ueberschaetzen', 0.20649568736553192), ('Vietnam-Veteranen', 0.20541483163833618)] Hinweis 0
Hint [('vergiften', 0.23551176488399506), ('Fuehrungsrolle', 0.2191820740699768), ('gefaehrden', 0.2163432240486145), ('unterschaetzen', 0.2132401168346405), ('Opfer_fallen', 0.21000736951828003), ('Cooperation', 0.20836769044399261), ('ernsthaft_gefaehrdet', 0.2078026682138443), ('hoechste_Prioritaet', 0.2076510637998581), ('ueberschaetzen', 0.20649568736553192), ('Vietnam-Veteranen', 0.20541483163833618)] Hinweis 0
hitch [('Steckt', 0.228437602519989), ('verhalte', 0.2261088639497757), ('dastehe', 0.22287443280220032), ('stehe', 0.22151190042495728), ('steckende', 0.21540294587612152), ('weggegeben', 0.21528558433055878), ('aussehe', 0.21517792344093323), ('edelsten', 0.21431122720241547), ('wettbewerbsfaehiger', 0.21413835883140564), ('2003_ParisSaint-Denis', 0.2139490395784378)] haken 0
hitch [('Steckt', 0.228437602519989), ('verhalte', 0.2261088639497757), ('dastehe', 0.22287443280220032), ('stehe', 0.22151190042495728), ('steckende', 0.21540294587612152), ('weggegeben', 0.21528558433055878), ('aussehe', 0.21517792344093323), ('edelsten', 0.21431122720241547), ('wettbewerbsfaehiger', 0.21413835883140564), ('2003_ParisSaint-Denis', 0.2139490395784378)] Festmacher 0
HOLD [('Patio', 0.2856804132461548), ('Ueberlegung', 0.2791629731655121), ('aelterer', 0.27205637097358704), ('Raumhoehe', 0.2702066898345947), ('Deckenhoehe', 0.2685987949371338), ('einhellige_Meinung', 0.2575819790363312), ('verhehlen', 0.2543885409832001), ('Shopping_Mall', 0.2522032558917999), ('Wintergarten', 0.24433499574661255), ('fuenfstoeckigen', 0.24335770308971405)] Schiffsraum 0
HOLD [('Patio', 0.2856804132461548), ('Ueberlegung', 0.2791629731655121), ('aelterer', 0.27205637097358704), ('Raumhoehe', 0.2702066898345947), ('Deckenhoehe', 0.2685987949371338), ('einhellige_Meinung', 0.2575819790363312), ('verhehlen', 0.2543885409832001), ('Shopping_Mall', 0.2522032558917999), ('Wintergarten', 0.24433499574661255), ('fuenfstoeckigen', 0.24335770308971405)] Laderaum 0
HOLD [('Patio', 0.2856804132461548), ('Ueberlegung', 0.2791629731655121), ('aelterer', 0.27205637097358704), ('Raumhoehe', 0.2702066898345947), ('Deckenhoehe', 0.2685987949371338), ('einhellige_Meinung', 0.2575819790363312), ('verhehlen', 0.2543885409832001), ('Shopping_Mall', 0.2522032558917999), ('Wintergarten', 0.24433499574661255), ('fuenfstoeckigen', 0.24335770308971405)] gelten 0
HOLD [('Patio', 0.2856804132461548), ('Ueberlegung', 0.2791629731655121), ('aelterer', 0.27205637097358704), ('Raumhoehe', 0.2702066898345947), ('Deckenhoehe', 0.2685987949371338), ('einhellige_Meinung', 0.2575819790363312), ('verhehlen', 0.2543885409832001), ('Shopping_Mall', 0.2522032558917999), ('Wintergarten', 0.24433499574661255), ('fuenfstoeckigen', 0.24335770308971405)] halten 0
HOLD [('Patio', 0.2856804132461548), ('Ueberlegung', 0.2791629731655121), ('aelterer', 0.27205637097358704), ('Raumhoehe', 0.2702066898345947), ('Deckenhoehe', 0.2685987949371338), ('einhellige_Meinung', 0.2575819790363312), ('verhehlen', 0.2543885409832001), ('Shopping_Mall', 0.2522032558917999), ('Wintergarten', 0.24433499574661255), ('fuenfstoeckigen', 0.24335770308971405)] Austragen 0
HOLD [('Patio', 0.2856804132461548), ('Ueberlegung', 0.2791629731655121), ('aelterer', 0.27205637097358704), ('Raumhoehe', 0.2702066898345947), ('Deckenhoehe', 0.2685987949371338), ('einhellige_Meinung', 0.2575819790363312), ('verhehlen', 0.2543885409832001), ('Shopping_Mall', 0.2522032558917999), ('Wintergarten', 0.24433499574661255), ('fuenfstoeckigen', 0.24335770308971405)] abhalten 0
HOLE [('Kattun', 0.26153531670570374), ('Rezeptbuch', 0.2609612047672272), ('Hondius', 0.24843372404575348), ('Kronlaender', 0.24589622020721436), ('Kuestenland', 0.2458914816379547), ('Leonhart_Fuchs', 0.2443067580461502), ('zurueckverfolgen_lassen', 0.24421949684619904), ('Daguerreotypien', 0.24072471261024475), ('Arfsten', 0.2396809160709381), ('niederdeutschen', 0.23554997146129608)] Loch 0
HOLE [('Kattun', 0.26153531670570374), ('Rezeptbuch', 0.2609612047672272), ('Hondius', 0.24843372404575348), ('Kronlaender', 0.24589622020721436), ('Kuestenland', 0.2458914816379547), ('Leonhart_Fuchs', 0.2443067580461502), ('zurueckverfolgen_lassen', 0.24421949684619904), ('Daguerreotypien', 0.24072471261024475), ('Arfsten', 0.2396809160709381), ('niederdeutschen', 0.23554997146129608)] Loch 0
HOLE [('Kattun', 0.26153531670570374), ('Rezeptbuch', 0.2609612047672272), ('Hondius', 0.24843372404575348), ('Kronlaender', 0.24589622020721436), ('Kuestenland', 0.2458914816379547), ('Leonhart_Fuchs', 0.2443067580461502), ('zurueckverfolgen_lassen', 0.24421949684619904), ('Daguerreotypien', 0.24072471261024475), ('Arfsten', 0.2396809160709381), ('niederdeutschen', 0.23554997146129608)] Lochen 0
homer [('Rudolf_Handwerker', 0.2912406027317047), ('Albert_Loehner', 0.28502848744392395), ('wuchs', 0.28160467743873596), ('Richard_Oetker', 0.2805234491825104), ('Volker_Liedtke', 0.27657586336135864), ('Dieter_Pfaff', 0.27637213468551636), ('Hans_Schaidinger', 0.2760726809501648), ('Beitz', 0.2739931046962738), ('Franz_Loeffler', 0.27348828315734863), ('Berthold_Beitz', 0.2710863947868347)] Homer 0
Honeymoon [('Nord-Sued-', 0.2582726776599884), ('vorgezogenen', 0.25226205587387085), ('Planfeststellungsabschnitt', 0.24036872386932373), ('vorgezogene', 0.23684804141521454), ('mehrspurig', 0.23643836379051208), ('National_Highways', 0.23566469550132751), ('Wartburgstrasse', 0.22885382175445557), ('Endbahnhoefe', 0.22826094925403595), ('Neustadt-Nord', 0.2280813455581665), ('hoehenfreie', 0.2275276482105255)] Flitterwochen 0
Honeymoon [('Nord-Sued-', 0.2582726776599884), ('vorgezogenen', 0.25226205587387085), ('Planfeststellungsabschnitt', 0.24036872386932373), ('vorgezogene', 0.23684804141521454), ('mehrspurig', 0.23643836379051208), ('National_Highways', 0.23566469550132751), ('Wartburgstrasse', 0.22885382175445557), ('Endbahnhoefe', 0.22826094925403595), ('Neustadt-Nord', 0.2280813455581665), ('hoehenfreie', 0.2275276482105255)] Hochzeitsreise 0
Honeymoon [('Nord-Sued-', 0.2582726776599884), ('vorgezogenen', 0.25226205587387085), ('Planfeststellungsabschnitt', 0.24036872386932373), ('vorgezogene', 0.23684804141521454), ('mehrspurig', 0.23643836379051208), ('National_Highways', 0.23566469550132751), ('Wartburgstrasse', 0.22885382175445557), ('Endbahnhoefe', 0.22826094925403595), ('Neustadt-Nord', 0.2280813455581665), ('hoehenfreie', 0.2275276482105255)] Flitterwochen 0
Hour [('Département_Mont-Terrible', 0.27408766746520996), ('erstem', 0.22354096174240112), ('erbeutet', 0.22329625487327576), ('Rockergruppe_Hells', 0.21736128628253937), ('Pill', 0.21616622805595398), ('The_Secret', 0.2137458175420761), ('Hands', 0.20910441875457764), ('Anchor', 0.20624737441539764), ('Beer_Scheva', 0.2059583216905594), ('deutscher_Komponist', 0.20524761080741882)] zeit 0
Hour [('Département_Mont-Terrible', 0.27408766746520996), ('erstem', 0.22354096174240112), ('erbeutet', 0.22329625487327576), ('Rockergruppe_Hells', 0.21736128628253937), ('Pill', 0.21616622805595398), ('The_Secret', 0.2137458175420761), ('Hands', 0.20910441875457764), ('Anchor', 0.20624737441539764), ('Beer_Scheva', 0.2059583216905594), ('deutscher_Komponist', 0.20524761080741882)] zeit 0
Hour [('Département_Mont-Terrible', 0.27408766746520996), ('erstem', 0.22354096174240112), ('erbeutet', 0.22329625487327576), ('Rockergruppe_Hells', 0.21736128628253937), ('Pill', 0.21616622805595398), ('The_Secret', 0.2137458175420761), ('Hands', 0.20910441875457764), ('Anchor', 0.20624737441539764), ('Beer_Scheva', 0.2059583216905594), ('deutscher_Komponist', 0.20524761080741882)] UHR 0
Hour [('Département_Mont-Terrible', 0.27408766746520996), ('erstem', 0.22354096174240112), ('erbeutet', 0.22329625487327576), ('Rockergruppe_Hells', 0.21736128628253937), ('Pill', 0.21616622805595398), ('The_Secret', 0.2137458175420761), ('Hands', 0.20910441875457764), ('Anchor', 0.20624737441539764), ('Beer_Scheva', 0.2059583216905594), ('deutscher_Komponist', 0.20524761080741882)] UHR 0
Hour [('Département_Mont-Terrible', 0.27408766746520996), ('erstem', 0.22354096174240112), ('erbeutet', 0.22329625487327576), ('Rockergruppe_Hells', 0.21736128628253937), ('Pill', 0.21616622805595398), ('The_Secret', 0.2137458175420761), ('Hands', 0.20910441875457764), ('Anchor', 0.20624737441539764), ('Beer_Scheva', 0.2059583216905594), ('deutscher_Komponist', 0.20524761080741882)] Stunde 0
Hour [('Département_Mont-Terrible', 0.27408766746520996), ('erstem', 0.22354096174240112), ('erbeutet', 0.22329625487327576), ('Rockergruppe_Hells', 0.21736128628253937), ('Pill', 0.21616622805595398), ('The_Secret', 0.2137458175420761), ('Hands', 0.20910441875457764), ('Anchor', 0.20624737441539764), ('Beer_Scheva', 0.2059583216905594), ('deutscher_Komponist', 0.20524761080741882)] Stunde 0
hundred [('lebenden', 0.2362520694732666), ('Einsiedlern', 0.22224563360214233), ('Kirchenstuehle', 0.21767276525497437), ('Hoftheater', 0.21579933166503906), ('ausgesiedelt', 0.21067075431346893), ('Nashoerner', 0.20961414277553558), ('Neuchristen', 0.2091004103422165), ('Veit_Stoss', 0.2081790268421173), ('Wildkatze', 0.20747442543506622), ('Geisteswelt', 0.2056754231452942)] hunderter 0
hundred [('lebenden', 0.2362520694732666), ('Einsiedlern', 0.22224563360214233), ('Kirchenstuehle', 0.21767276525497437), ('Hoftheater', 0.21579933166503906), ('ausgesiedelt', 0.21067075431346893), ('Nashoerner', 0.20961414277553558), ('Neuchristen', 0.2091004103422165), ('Veit_Stoss', 0.2081790268421173), ('Wildkatze', 0.20747442543506622), ('Geisteswelt', 0.2056754231452942)] hundert 0
hundred [('lebenden', 0.2362520694732666), ('Einsiedlern', 0.22224563360214233), ('Kirchenstuehle', 0.21767276525497437), ('Hoftheater', 0.21579933166503906), ('ausgesiedelt', 0.21067075431346893), ('Nashoerner', 0.20961414277553558), ('Neuchristen', 0.2091004103422165), ('Veit_Stoss', 0.2081790268421173), ('Wildkatze', 0.20747442543506622), ('Geisteswelt', 0.2056754231452942)] einhundert 0
hundred [('lebenden', 0.2362520694732666), ('Einsiedlern', 0.22224563360214233), ('Kirchenstuehle', 0.21767276525497437), ('Hoftheater', 0.21579933166503906), ('ausgesiedelt', 0.21067075431346893), ('Nashoerner', 0.20961414277553558), ('Neuchristen', 0.2091004103422165), ('Veit_Stoss', 0.2081790268421173), ('Wildkatze', 0.20747442543506622), ('Geisteswelt', 0.2056754231452942)] hundert 0
I [('Unberuehrtheit', 0.2626746892929077), ('Ordination', 0.238508939743042), ('vortaeuscht', 0.238120898604393), ('verliert_Spur', 0.23762869834899902), ('Herstellungstechnik', 0.23654043674468994), ('Banknote', 0.23185741901397705), ('Bodenschaetze', 0.22825904190540314), ('magnetischen_Eigenschaften', 0.2280273735523224), ('lebte_freier', 0.22668218612670898), ('klimatischer', 0.22642101347446442)] I 0
I [('Unberuehrtheit', 0.2626746892929077), ('Ordination', 0.238508939743042), ('vortaeuscht', 0.238120898604393), ('verliert_Spur', 0.23762869834899902), ('Herstellungstechnik', 0.23654043674468994), ('Banknote', 0.23185741901397705), ('Bodenschaetze', 0.22825904190540314), ('magnetischen_Eigenschaften', 0.2280273735523224), ('lebte_freier', 0.22668218612670898), ('klimatischer', 0.22642101347446442)] Ich 0
IMAGINARY [('Uebliche', 0.28231361508369446), ('Hotel-_Gastgewerbe', 0.2788909673690796), ('Bevollmaechtigter_IG', 0.2752666771411896), ('Beanspruchungen', 0.27086442708969116), ('Werkstoffen', 0.25914719700813293), ('Vallendar', 0.25368282198905945), ('Waermebehandlung', 0.2534448206424713), ('Telekom-Sprecher', 0.24773217737674713), ('Grundstuecksmarkt', 0.24541635811328888), ('schwankender', 0.24517863988876343)] eingebildet 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] herein 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] Hinein 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] MIt 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] Unter 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] Im 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] Auf 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] VON 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
iN [('Plaque', 0.2743872106075287), ('waere_denkbar', 0.2688530683517456), ('Beize', 0.26820266246795654), ('Waesserung', 0.26700839400291443), ('abgebunden', 0.26622751355171204), ('Baustahl', 0.26514649391174316), ('Risses', 0.26511457562446594), ('Koerperstelle', 0.2647738456726074), ('Nebenwirkung', 0.2637135088443756), ('Plombe', 0.2633996903896332)] IN 0
Inch [('Color_Line', 0.29751142859458923), ('BNI', 0.2685714364051819), ('ueberregionalen', 0.2683657705783844), ('ZKA', 0.2670650780200958), ('AIDA_Cruises', 0.264112651348114), ('Marketingzwecken', 0.2610125243663788), ('2009-2011', 0.2572011649608612), ('Projektbeginn', 0.25640541315078735), ('RTB', 0.24800404906272888), ('ERM', 0.24502861499786377)] Zoll 0
Inch [('Color_Line', 0.29751142859458923), ('BNI', 0.2685714364051819), ('ueberregionalen', 0.2683657705783844), ('ZKA', 0.2670650780200958), ('AIDA_Cruises', 0.264112651348114), ('Marketingzwecken', 0.2610125243663788), ('2009-2011', 0.2572011649608612), ('Projektbeginn', 0.25640541315078735), ('RTB', 0.24800404906272888), ('ERM', 0.24502861499786377)] Zoll 0
Inch [('Color_Line', 0.29751142859458923), ('BNI', 0.2685714364051819), ('ueberregionalen', 0.2683657705783844), ('ZKA', 0.2670650780200958), ('AIDA_Cruises', 0.264112651348114), ('Marketingzwecken', 0.2610125243663788), ('2009-2011', 0.2572011649608612), ('Projektbeginn', 0.25640541315078735), ('RTB', 0.24800404906272888), ('ERM', 0.24502861499786377)] Zoll 0
Inch [('Color_Line', 0.29751142859458923), ('BNI', 0.2685714364051819), ('ueberregionalen', 0.2683657705783844), ('ZKA', 0.2670650780200958), ('AIDA_Cruises', 0.264112651348114), ('Marketingzwecken', 0.2610125243663788), ('2009-2011', 0.2572011649608612), ('Projektbeginn', 0.25640541315078735), ('RTB', 0.24800404906272888), ('ERM', 0.24502861499786377)] Zoll 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] ansteigen 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Anstieg 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] anwachsen 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] steigen 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] steigern 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Wachsen 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Zunahme 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Steigerung 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Zunahme 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Anstieg 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Wachstum 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] Wachsen 0
increase [('aufgetretenen', 0.2655559778213501), ('Aviv', 0.23633523285388947), ('gerichteten', 0.23226721584796906), ('internem', 0.2235802412033081), ('Waehlerlisten', 0.2227277308702469), ('Latenzzeit', 0.22010646760463715), ('Kurznachrichten', 0.21828413009643555), ('CTG', 0.21604910492897034), ('Rami', 0.2139820009469986), ('Tweets', 0.21254906058311462)] steigern 0
INFORMATION [('sachgemaess', 0.2536773681640625), ('Nachweis_erbringen', 0.23410353064537048), ('termingerecht', 0.2255237102508545), ('Abrissunternehmen', 0.2217521071434021), ('anerkennen', 0.2168697714805603), ('Werkzeugen', 0.21638290584087372), ('durchrechnen', 0.21539519727230072), ('fertigen', 0.21422863006591797), ('Verfahrensschritte', 0.21198682487010956), ('externe_Dienstleister', 0.20946358144283295)] information 0
INFORMATION [('sachgemaess', 0.2536773681640625), ('Nachweis_erbringen', 0.23410353064537048), ('termingerecht', 0.2255237102508545), ('Abrissunternehmen', 0.2217521071434021), ('anerkennen', 0.2168697714805603), ('Werkzeugen', 0.21638290584087372), ('durchrechnen', 0.21539519727230072), ('fertigen', 0.21422863006591797), ('Verfahrensschritte', 0.21198682487010956), ('externe_Dienstleister', 0.20946358144283295)] Auskunft 0
Instant [('Biopsien', 0.2687511146068573), ('Diese_Spechte', 0.2660631835460663), ('Futterstellen', 0.25988221168518066), ('Tagsueber_schlafen', 0.25420230627059937), ('adulten', 0.2518673837184906), ('Schnabelansatz', 0.25172799825668335), ('Adenome', 0.24929578602313995), ('Knochentumoren', 0.24903585016727448), ('Hundebisse', 0.24881505966186523), ('Hautatmung', 0.2481747567653656)] augenblicklich 0
Instant [('Biopsien', 0.2687511146068573), ('Diese_Spechte', 0.2660631835460663), ('Futterstellen', 0.25988221168518066), ('Tagsueber_schlafen', 0.25420230627059937), ('adulten', 0.2518673837184906), ('Schnabelansatz', 0.25172799825668335), ('Adenome', 0.24929578602313995), ('Knochentumoren', 0.24903585016727448), ('Hundebisse', 0.24881505966186523), ('Hautatmung', 0.2481747567653656)] momentan 0
Instant [('Biopsien', 0.2687511146068573), ('Diese_Spechte', 0.2660631835460663), ('Futterstellen', 0.25988221168518066), ('Tagsueber_schlafen', 0.25420230627059937), ('adulten', 0.2518673837184906), ('Schnabelansatz', 0.25172799825668335), ('Adenome', 0.24929578602313995), ('Knochentumoren', 0.24903585016727448), ('Hundebisse', 0.24881505966186523), ('Hautatmung', 0.2481747567653656)] Instant 0
Instant [('Biopsien', 0.2687511146068573), ('Diese_Spechte', 0.2660631835460663), ('Futterstellen', 0.25988221168518066), ('Tagsueber_schlafen', 0.25420230627059937), ('adulten', 0.2518673837184906), ('Schnabelansatz', 0.25172799825668335), ('Adenome', 0.24929578602313995), ('Knochentumoren', 0.24903585016727448), ('Hundebisse', 0.24881505966186523), ('Hautatmung', 0.2481747567653656)] dringend 0
